System,Package,Class,Name, COMP, NOS, HLTH, HVOC, HEFF, HBUG, CREF, XMET, LMET, NLOC, NOA, MOD, HDIF, LOOP, EXCR, MDN, VDEC, NOPR, EXCT, VREF, CAST, TDN, HVOL, NAND
"No System Name","com.lambdaworks.crypto.test","PBKDFTest","pbkdf2_hmac_sha1_rfc6070",1,41,284,48,29099.37,0.53,3,2,2,42,0,2,18.35,0,0,0,6,125,1,66,0,0,1586.13,159
"No System Name","com.lambdaworks.crypto.test","PBKDFTest","pbkdf2_hmac_sha256_scrypt",1,11,69,34,2464.27,0.12,3,2,2,12,0,2,7.02,0,0,0,6,30,1,11,0,0,351.03,39
"No System Name","com.lambdaworks.jni.test","AbstractPlatformDetectionTest","restoreProperties",1,3,18,14,231.30,0.02,0,0,1,4,0,3,3.38,0,0,0,0,9,0,2,0,0,68.53,9
"No System Name","com.lambdaworks.jni.test","LibraryLoadersTest","restoreProperties",1,3,17,14,194.18,0.02,0,0,2,4,0,3,3.00,0,0,0,0,9,0,1,0,0,64.73,8
"No System Name","com.lambdaworks.crypto","SCrypt","salsa20_8",5,61,734,48,456259.04,1.37,0,0,2,37,1,2,111.30,4,0,1,3,363,0,148,4,3,4099.36,371
"No System Name","com.lambdaworks.jni.test","AbstractPlatformDetectionTest","saveProperties",1,3,20,15,307.67,0.03,0,0,1,4,0,3,3.94,0,0,0,0,11,0,2,0,0,78.14,9
"No System Name","com.lambdaworks.jni.test","LibraryLoadersTest","saveProperties",1,2,14,13,181.32,0.02,0,0,1,3,0,3,3.50,0,0,0,0,8,0,1,0,0,51.81,6
"No System Name","com.lambdaworks.crypto.test","SCryptUtilTest","scrypt",1,14,141,48,7874.80,0.26,6,7,1,15,0,2,10.00,0,0,0,6,65,0,19,1,0,787.48,76
"No System Name","com.lambdaworks.crypto","SCrypt","scrypt",1,2,44,23,2296.58,0.07,1,0,2,3,6,2,11.54,0,0,0,0,14,1,13,0,0,199.04,30
"No System Name","com.lambdaworks.crypto","SCryptUtil","scrypt",3,13,155,56,15106.20,0.30,8,12,2,17,4,2,16.78,0,2,1,4,78,0,20,0,3,900.14,77
"No System Name","com.lambdaworks.crypto","SCrypt","scryptJ",5,19,195,57,38086.63,0.38,6,5,1,18,6,2,33.49,1,0,1,6,96,1,36,0,1,1137.41,99
"No System Name","com.lambdaworks.crypto","SCrypt","scryptN",1,1,22,15,401.11,0.03,0,0,0,1,6,3,4.67,0,0,0,0,8,0,0,0,0,85.95,14
"No System Name","com.lambdaworks.crypto.test","SCryptTest","scrypt_invalid_N_large",1,6,58,34,2187.39,0.10,2,1,1,7,0,2,7.41,0,0,0,4,27,1,5,0,0,295.07,31
"No System Name","com.lambdaworks.crypto.test","SCryptTest","scrypt_invalid_N_odd",1,4,44,27,1415.28,0.07,1,1,1,5,0,2,6.76,0,0,0,2,21,1,2,0,0,209.22,23
"No System Name","com.lambdaworks.crypto.test","SCryptTest","scrypt_invalid_N_zero",1,4,44,27,1415.28,0.07,1,1,1,5,0,2,6.76,0,0,0,2,21,1,2,0,0,209.22,23
"No System Name","com.lambdaworks.crypto.test","SCryptTest","scrypt_paper_appendix_b",1,28,177,43,12711.82,0.32,3,2,3,29,0,2,13.24,0,0,0,7,77,1,42,0,0,960.45,100
"No System Name","com.lambdaworks.jni.test","AbstractPlatformDetectionTest","setPlatform",1,3,19,12,204.34,0.02,1,0,1,4,2,1,3.00,0,0,0,0,7,0,2,0,0,68.11,12
"No System Name","com.lambdaworks.crypto","SCrypt","smix",3,19,140,34,18297.91,0.24,0,0,4,16,6,2,25.69,2,0,1,4,57,0,43,0,2,712.24,83
"No System Name","com.lambdaworks.jni.test","PlatformTest","unsupported",1,3,25,20,486.22,0.04,2,1,1,4,0,2,4.50,0,0,0,0,14,1,0,0,0,108.05,11
System overview for No System Name
Name, No. Packages, NOS, AVCC, HBUG, HEFF, MI, CCML, NLOC
"No System Name",5,770,1.85,9.94,1083247.20,99.16,306,847
