System,Package,Class,Name, COMP, NOS, HLTH, HVOC, HEFF, HBUG, CREF, XMET, LMET, NLOC, NOA, MOD, HDIF, LOOP, EXCR, MDN, VDEC, NOPR, EXCT, VREF, CAST, TDN, HVOL, NAND
"No System Name","com.evernote.edam.type","SharedNotebookInstanceRestrictions","SharedNotebookInstanceRestrictions",1,2,12,10,179.38,0.01,0,0,0,3,1,1,4.50,0,0,0,0,6,0,2,0,0,39.86,6
"No System Name","com.evernote.edam.type","SharedNotebookPrivilegeLevel","SharedNotebookPrivilegeLevel",1,2,12,10,179.38,0.01,0,0,0,3,1,1,4.50,0,0,0,0,6,0,2,0,0,39.86,6
"No System Name","com.evernote.edam.type","SharedNotebookRecipientSettings","SharedNotebookRecipientSettings",1,1,4,4,12.00,0.00,0,0,0,2,0,1,1.50,0,0,0,0,3,0,0,0,0,8.00,1
"No System Name","com.evernote.edam.type","SharedNotebookRecipientSettings","SharedNotebookRecipientSettings",1,4,38,16,957.60,0.05,2,1,0,5,1,1,6.30,0,0,0,0,17,0,12,0,0,152.00,21
"No System Name","com.evernote.thrift","ShortStack","ShortStack",1,2,13,12,195.74,0.02,0,0,0,3,1,1,4.20,0,0,0,0,7,0,2,0,0,46.60,6
"No System Name","com.evernote.edam.type","SponsoredGroupRole","SponsoredGroupRole",1,2,12,10,179.38,0.01,0,0,0,3,1,1,4.50,0,0,0,0,6,0,2,0,0,39.86,6
"No System Name","com.evernote.edam.notestore","SyncChunk","SyncChunk",1,1,4,4,12.00,0.00,0,0,0,2,0,1,1.50,0,0,0,0,3,0,0,0,0,8.00,1
"No System Name","com.evernote.edam.notestore","SyncChunk","SyncChunk",23,93,707,71,138837.11,1.45,11,26,0,83,1,1,31.93,11,0,2,11,393,0,92,0,22,4347.87,314
"No System Name","com.evernote.edam.notestore","SyncChunk","SyncChunk",1,6,31,15,645.94,0.04,0,0,3,10,2,1,5.33,0,0,0,0,15,0,4,0,0,121.11,16
"No System Name","com.evernote.edam.notestore","SyncChunkFilter","SyncChunkFilter",1,1,4,4,12.00,0.00,0,0,0,2,0,1,1.50,0,0,0,0,3,0,0,0,0,8.00,1
"No System Name","com.evernote.edam.notestore","SyncChunkFilter","SyncChunkFilter",2,16,133,29,6886.96,0.22,2,2,0,18,1,1,10.66,0,0,1,0,66,0,46,0,1,646.11,67
"No System Name","com.evernote.edam.notestore","SyncState","SyncState",1,1,4,4,12.00,0.00,0,0,0,2,0,1,1.50,0,0,0,0,3,0,0,0,0,8.00,1
"No System Name","com.evernote.edam.notestore","SyncState","SyncState",1,6,54,18,1632.53,0.08,2,1,0,7,1,1,7.25,0,0,0,0,25,0,18,0,0,225.18,29
"No System Name","com.evernote.edam.notestore","SyncState","SyncState",1,8,43,17,1102.50,0.06,0,0,4,13,3,1,6.27,0,0,0,0,20,0,6,0,0,175.76,23
"No System Name","com.evernote.thrift","TApplicationException","TApplicationException",1,2,7,6,36.19,0.01,0,0,0,3,0,1,2.00,0,0,0,0,5,0,0,0,0,18.09,2
"No System Name","com.evernote.thrift","TApplicationException","TApplicationException",1,3,13,10,129.56,0.01,0,0,0,4,1,1,3.00,0,0,0,0,7,0,2,0,0,43.19,6
"No System Name","com.evernote.thrift","TApplicationException","TApplicationException",1,3,16,12,184.37,0.02,1,0,0,4,2,1,3.21,0,0,0,0,7,0,3,0,0,57.36,9
"No System Name","com.evernote.thrift","TApplicationException","TApplicationException",1,2,10,8,75.00,0.01,1,0,0,3,1,1,2.50,0,0,0,0,5,0,1,0,0,30.00,5
"No System Name","com.evernote.thrift.protocol","TBinaryProtocol","TBinaryProtocol",1,2,12,10,93.01,0.01,1,0,1,3,1,1,2.33,0,0,0,0,5,0,1,0,0,39.86,7
"No System Name","com.evernote.thrift.protocol","TBinaryProtocol","TBinaryProtocol",1,4,22,14,302.47,0.03,1,0,0,5,3,1,3.61,0,0,0,0,9,0,5,0,0,83.76,13
"No System Name","com.evernote.thrift","TByteArrayOutputStream","TByteArrayOutputStream",1,2,7,6,36.19,0.01,0,0,0,3,0,1,2.00,0,0,0,0,5,0,0,0,0,18.09,2
"No System Name","com.evernote.thrift","TByteArrayOutputStream","TByteArrayOutputStream",1,2,10,8,75.00,0.01,0,0,0,3,1,1,2.50,0,0,0,0,5,0,1,0,0,30.00,5
"No System Name","com.evernote.thrift","TException","TException",1,2,7,6,36.19,0.01,0,0,0,3,0,1,2.00,0,0,0,0,5,0,0,0,0,18.09,2
"No System Name","com.evernote.thrift","TException","TException",1,2,10,8,75.00,0.01,1,0,0,3,1,1,2.50,0,0,0,0,5,0,1,0,0,30.00,5
"No System Name","com.evernote.thrift","TException","TException",1,2,13,10,115.16,0.01,2,0,0,3,2,1,2.67,0,0,0,0,5,0,2,0,0,43.19,8
"No System Name","com.evernote.thrift","TException","TException",1,2,10,8,75.00,0.01,1,0,0,3,1,1,2.50,0,0,0,0,5,0,1,0,0,30.00,5
"No System Name","com.evernote.thrift.protocol","TField","TField",1,2,14,12,125.47,0.02,1,0,1,3,0,1,2.50,0,0,0,0,7,0,1,1,0,50.19,7
"No System Name","com.evernote.thrift.protocol","TField","TField",1,4,22,15,279.34,0.03,1,0,0,5,3,1,3.25,0,0,0,0,9,0,6,0,0,85.95,13
"No System Name","com.evernote.thrift.transport","THttpClient","THttpClient",2,4,28,18,802.71,0.04,4,2,0,7,1,1,6.88,0,1,1,0,17,0,3,0,2,116.76,11
"No System Name","com.evernote.thrift.protocol","TList","TList",1,2,11,10,91.35,0.01,1,0,1,3,0,1,2.50,0,0,0,0,6,0,1,0,0,36.54,5
"No System Name","com.evernote.thrift.protocol","TList","TList",1,3,16,12,184.37,0.02,0,0,0,4,2,1,3.21,0,0,0,0,7,0,4,0,0,57.36,9
"No System Name","com.evernote.thrift.protocol","TMap","TMap",1,2,14,10,162.77,0.02,1,0,1,3,0,1,3.50,0,0,0,0,7,0,2,0,0,46.51,7
"No System Name","com.evernote.thrift.protocol","TMap","TMap",1,4,22,14,302.47,0.03,0,0,0,5,3,1,3.61,0,0,0,0,9,0,6,0,0,83.76,13
"No System Name","com.evernote.thrift.protocol","TMessage","TMessage",1,2,12,11,103.78,0.01,1,0,1,3,0,1,2.50,0,0,0,0,6,0,1,0,0,41.51,6
"No System Name","com.evernote.thrift.protocol","TMessage","TMessage",1,4,22,15,279.34,0.03,1,0,0,5,3,1,3.25,0,0,0,0,9,0,6,0,0,85.95,13
"No System Name","com.evernote.thrift.protocol","TProtocol","TProtocol",1,1,4,4,12.00,0.00,0,0,0,1,0,1,1.50,0,0,0,0,3,0,0,0,0,8.00,1
