System,Package,Class,Name, COMP, NOS, HLTH, HVOC, HEFF, HBUG, CREF, XMET, LMET, NLOC, NOA, MOD, HDIF, LOOP, EXCR, MDN, VDEC, NOPR, EXCT, VREF, CAST, TDN, HVOL, NAND
"No System Name","org.apache.commons.codec.binary","Base32Test","testCodec200",1,3,23,17,459.61,0.03,1,1,1,4,0,2,4.89,0,0,0,1,12,0,1,1,0,94.01,11
"No System Name","org.apache.commons.codec.binary","Base64Test","testCodec68",1,3,30,21,898.43,0.04,1,1,0,4,0,2,6.82,0,0,0,1,15,0,1,1,0,131.77,15
"No System Name","org.apache.commons.codec.binary","Base64InputStreamTest","testCodec98NPE",1,7,73,34,3108.33,0.12,6,5,1,8,0,2,8.37,0,0,0,5,38,1,7,0,0,371.38,35
"No System Name","org.apache.commons.codec.binary","Base64OutputStreamTest","testCodec98NPE",1,11,104,42,5173.84,0.19,7,8,1,14,0,2,9.23,0,0,0,6,52,1,13,0,0,560.80,52
"No System Name","org.apache.commons.codec","StringEncoderComparatorTest","testComparatorWithDoubleMetaphone",2,12,104,44,8111.16,0.19,7,6,1,11,0,2,14.29,1,0,1,6,54,1,13,0,1,567.78,50
"No System Name","org.apache.commons.codec","StringEncoderComparatorTest","testComparatorWithDoubleMetaphoneAndInvalidInput",1,4,44,27,1292.21,0.07,5,5,1,7,0,2,6.18,0,0,0,2,23,1,2,0,0,209.22,21
"No System Name","org.apache.commons.codec","StringEncoderComparatorTest","testComparatorWithSoundex",1,3,34,26,1095.87,0.05,3,3,1,7,0,2,6.86,0,0,0,1,18,1,1,0,0,159.81,16
"No System Name","org.apache.commons.codec.language","MatchRatingApproachEncoderTest","testCompareNameNullSpace_ReturnsFalseSuccessfully",1,2,18,15,246.13,0.02,0,1,2,3,0,3,3.50,0,0,0,0,10,0,0,0,0,70.32,8
"No System Name","org.apache.commons.codec.language","MatchRatingApproachEncoderTest","testCompareNameSameNames_ReturnsFalseSuccessfully",1,2,18,14,274.13,0.02,0,1,2,3,0,3,4.00,0,0,0,0,10,0,0,0,0,68.53,8
"No System Name","org.apache.commons.codec.language","MatchRatingApproachEncoderTest","testCompareNameToSingleLetter_KARL_C_DoesNotMatch",1,2,20,16,280.00,0.03,0,1,2,3,0,3,3.50,0,0,0,0,11,0,0,0,0,80.00,9
"No System Name","org.apache.commons.codec.language","MatchRatingApproachEncoderTest","testCompare_BRIAN_BRYAN_SuccessfullyMatched",1,2,20,16,280.00,0.03,0,1,2,3,0,3,3.50,0,0,0,0,11,0,0,0,0,80.00,9
