System,Package,Class,Name, COMP, NOS, HLTH, HVOC, HEFF, HBUG, CREF, XMET, LMET, NLOC, NOA, MOD, HDIF, LOOP, EXCR, MDN, VDEC, NOPR, EXCT, VREF, CAST, TDN, HVOL, NAND
"No System Name","com.sk89q.worldguard.bukkit.commands","FutureProgressListener","FutureProgressListener",1,5,35,21,898.74,0.05,4,2,1,6,2,1,5.85,0,0,0,0,16,0,9,0,0,153.73,19
"No System Name","com.sk89q.worldguard.session.handler","GameModeFlag","GameModeFlag",1,2,13,11,131.17,0.01,2,0,0,3,1,1,2.92,0,0,0,0,6,0,2,0,0,44.97,7
"No System Name","com.sk89q.worldguard.bukkit.commands","GeneralCommands","GeneralCommands",1,2,12,10,179.38,0.01,1,0,0,3,1,1,4.50,0,0,0,0,6,0,2,0,0,39.86,6
"No System Name","com.sk89q.worldguard.protection.regions","GlobalProtectedRegion","GlobalProtectedRegion",1,4,28,14,599.66,0.04,2,1,0,5,1,1,5.62,0,0,0,0,13,0,3,0,0,106.61,15
"No System Name","com.sk89q.worldguard.protection","GlobalRegionManager","GlobalRegionManager",1,5,28,13,666.08,0.03,2,0,1,6,2,1,6.43,0,0,0,0,13,0,6,0,0,103.61,15
"No System Name","com.sk89q.worldguard.session.handler","GodMode","GodMode",1,2,10,8,75.00,0.01,1,0,0,3,1,1,2.50,0,0,0,0,5,0,1,0,0,30.00,5
"No System Name","com.sk89q.worldguard.session.handler","GreetingFlag","GreetingFlag",1,2,10,8,75.00,0.01,1,0,0,3,1,1,2.50,0,0,0,0,5,0,1,0,0,30.00,5
"No System Name","com.sk89q.worldguard.domains","GroupDomain","GroupDomain",1,1,4,4,12.00,0.00,0,0,0,2,0,1,1.50,0,0,0,0,3,0,0,0,0,8.00,1
"No System Name","com.sk89q.worldguard.domains","GroupDomain","GroupDomain",1,3,20,12,256.07,0.02,1,2,1,4,1,1,3.57,0,0,0,0,10,0,3,0,0,71.70,10
"No System Name","com.sk89q.worldguard.domains","GroupDomain","GroupDomain",2,7,22,13,474.89,0.03,1,0,2,6,1,1,5.83,1,0,1,0,12,0,3,0,1,81.41,10
