System,Package,Class,Name, COMP, NOS, HLTH, HVOC, HEFF, HBUG, CREF, XMET, LMET, NLOC, NOA, MOD, HDIF, LOOP, EXCR, MDN, VDEC, NOPR, EXCT, VREF, CAST, TDN, HVOL, NAND
"No System Name","org.apache.commons.io","FileExistsException","FileExistsException",1,2,7,6,36.19,0.01,0,0,0,3,0,1,2.00,0,0,0,0,5,0,0,0,0,18.09,2
"No System Name","org.apache.commons.io","FileExistsException","FileExistsException",1,2,15,12,188.21,0.02,1,0,0,3,1,1,3.50,0,0,0,0,8,0,1,0,0,53.77,7
"No System Name","org.apache.commons.io","FileExistsException","FileExistsException",1,2,11,9,108.97,0.01,1,0,0,3,1,1,3.12,0,0,0,0,6,0,1,0,0,34.87,5
"No System Name","org.apache.commons.io.filefilter","FileFileFilter","FileFileFilter",1,1,4,4,12.00,0.00,0,0,0,2,0,1,1.50,0,0,0,0,3,0,0,0,0,8.00,1
"No System Name","org.apache.commons.io.filefilter","FileFilterUtils","FileFilterUtils",1,1,4,4,12.00,0.00,0,0,0,2,0,1,1.50,0,0,0,0,3,0,0,0,0,8.00,1
"No System Name","org.apache.commons.io.input","ReversedLinesFileReader$FilePart","FilePart",4,14,129,45,16049.10,0.24,2,2,0,18,3,1,22.65,0,0,2,3,67,0,30,0,3,708.45,62
"No System Name","org.apache.commons.io","FileSystemUtils","FileSystemUtils",1,2,7,6,36.19,0.01,0,0,0,3,0,1,2.00,0,0,0,0,5,0,0,0,0,18.09,2
"No System Name","org.apache.commons.io","FileUtils","FileUtils",1,2,7,6,36.19,0.01,0,0,0,3,0,1,2.00,0,0,0,0,5,0,0,0,0,18.09,2
"No System Name","org.apache.commons.io","FileUtilsFileNewerTestCase","FileUtilsFileNewerTestCase",1,3,22,13,314.01,0.03,1,1,1,4,0,1,3.86,0,0,0,0,13,0,2,0,0,81.41,9
"No System Name","org.apache.commons.io","FileUtilsTestCase","FileUtilsTestCase",1,5,40,18,902.22,0.06,1,2,1,6,0,1,5.41,0,0,0,0,23,0,6,2,0,166.80,17
"No System Name","org.apache.commons.io.output","FileWriterWithEncoding","FileWriterWithEncoding",1,2,18,14,257.00,0.02,2,0,1,3,2,1,3.75,0,0,0,0,8,0,2,0,0,68.53,10
"No System Name","org.apache.commons.io.output","FileWriterWithEncoding","FileWriterWithEncoding",1,3,28,20,605.07,0.04,2,0,1,4,3,1,5.00,0,0,0,0,13,0,4,0,0,121.01,15
"No System Name","org.apache.commons.io.output","FileWriterWithEncoding","FileWriterWithEncoding",1,2,18,14,257.00,0.02,2,0,1,3,2,1,3.75,0,0,0,0,8,0,2,0,0,68.53,10
"No System Name","org.apache.commons.io.output","FileWriterWithEncoding","FileWriterWithEncoding",1,3,28,20,605.07,0.04,2,0,1,4,3,1,5.00,0,0,0,0,13,0,4,0,0,121.01,15
"No System Name","org.apache.commons.io.output","FileWriterWithEncoding","FileWriterWithEncoding",1,2,18,14,257.00,0.02,2,0,1,3,2,1,3.75,0,0,0,0,8,0,2,0,0,68.53,10
"No System Name","org.apache.commons.io.output","FileWriterWithEncoding","FileWriterWithEncoding",1,3,28,20,605.07,0.04,2,0,1,5,3,1,5.00,0,0,0,0,13,0,4,0,0,121.01,15
"No System Name","org.apache.commons.io.output","FileWriterWithEncoding","FileWriterWithEncoding",1,2,21,15,394.84,0.03,2,1,1,3,2,1,4.81,0,0,0,0,10,0,2,0,0,82.04,11
"No System Name","org.apache.commons.io.output","FileWriterWithEncoding","FileWriterWithEncoding",1,2,24,16,485.33,0.03,2,1,1,4,3,1,5.06,0,0,0,0,11,0,3,0,0,96.00,13
"No System Name","org.apache.commons.io.output","FileWriterWithEncoding","FileWriterWithEncoding",1,2,21,16,359.33,0.03,3,1,1,3,2,1,4.28,0,0,0,0,10,0,2,0,0,84.00,11
